City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
353,Leshukonskoye,RU,64.8989,45.7622,59.74,96,100,10.27,light rain
354,Cururupu,BR,-1.8283,-44.8683,88.38,56,30,4.88,scattered clouds
355,Dawlatabad,AF,36.4141,64.9053,86.61,10,0,9.64,clear sky
356,Halifax,CA,44.6453,-63.5724,85.51,68,2,1.01,clear sky
357,Kuytun,RU,54.3419,101.5036,60.98,85,100,5.57,light rain
358,Talnakh,RU,69.4865,88.3972,54.39,91,100,20.62,moderate rain
359,Necochea,AR,-38.5473,-58.7368,57.04,59,11,10.02,few clouds
360,Zhanaozen,KZ,43.3,52.8,88.99,14,0,8.37,clear sky
361,Vysokogornyy,RU,50.1167,139.15,54.36,92,25,1.77,scattered clouds
362,Sayyan,YE,15.1718,44.3244,70.03,41,98,4.79,overcast clouds
363,Mounana,GA,-1.4085,13.1586,87.4,45,100,2.06,overcast clouds
364,Verkhnevilyuysk,RU,63.4453,120.3167,55.67,81,95,3.62,overcast clouds
365,Severodvinsk,RU,64.5635,39.8302,62.71,91,100,13.24,overcast clouds
